0,1
0,2
3,4
5,6
5,7
5,8
5,9
5,10
5,11
5,12
5,13
5,14
5,15
5,16
5,17
5,18
5,19
20,21
20,22
20,23
20,24
20,25
20,26
20,27
20,28
29,30
29,31
29,32
29,14
29,33
29,34
29,35
29,36
29,37
29,38
29,39
29,40
29,19
29,41
29,16
29,42
29,43
29,44
45,46
45,47
48,49
50,51
50,52
50,53
50,54
50,55
50,56
50,57
50,58
50,59
50,60
50,61
50,62
50,63
50,64
50,65
50,66
50,67
50,40
50,68
50,69
50,70
50,42
50,71
50,72
50,73
50,74
50,75
76,77
76,78
76,79
76,29
76,80
76,56
76,81
76,33
76,82
76,51
76,61
76,39
83,42
83,84
83,34
83,16
83,85
83,5
83,19
83,64
83,65
83,30
86,87
86,88
86,89
86,50
86,90
86,91
86,92
93,1
93,94
93,95
93,96
93,97
93,98
9,18
9,79
9,99
100,101
102,103
104,105
104,106
104,107
104,108
109,1
109,110
109,22
111,112
111,113
111,114
111,53
115,116
115,117
115,118
115,119
120,112
121,122
121,95
123,124
123,125
123,126
127,83
127,128
129,130
129,131
129,132
129,133
129,34
129,56
129,50
129,51
129,63
35,81
110,134
110,135
110,25
110,136
110,137
110,138
33,19
33,130
33,139
33,14
33,55
33,44
33,30
33,52
33,140
33,40
33,141
142,143
142,144
142,53
142,89
142,90
142,145
142,146
142,147
142,148
142,112
142,149
142,150
142,151
142,152
142,153
142,154
14,130
14,16
134,155
156,157
158,159
158,51
158,37
158,42
158,160
158,33
158,56
158,161
158,35
158,162
158,29
158,131
163,164
163,101
163,165
163,166
163,167
168,169
168,170
168,171
172,173
172,85
172,174
172,56
172,55
172,175
172,176
172,30
172,7
172,177
172,83
172,178
172,51
172,179
172,131
172,75
172,5
172,78
172,180
172,13
172,181
172,182
172,42
172,183
172,184
172,185
172,67
172,61
172,186
187,68
188,189
190,191
190,189
190,159
190,5
190,75
190,132
190,127
190,29
190,192
190,35
190,72
193,194
26,1
26,195
26,115
196,193
196,197
196,198
196,93
177,63
177,61
177,199
177,67
177,88
177,184
177,200
177,201
177,188
177,72
177,202
177,43
177,203
177,204
177,178
177,99
177,56
177,57
177,34
177,133
177,173
177,62
177,159
177,141
177,205
177,206
177,65
177,183
177,192
177,207
177,75
177,132
177,5
177,29
177,208
177,209
177,129
177,35
177,33
177,210
177,211
177,212
177,127
213,214
213,149
213,148
215,51
215,216
215,31
215,209
215,7
215,83
215,217
215,218
215,79
215,159
215,6
215,191
215,219
215,192
215,50
215,182
215,75
215,220
215,5
215,131
215,221
215,180
215,179
215,222
215,177
215,223
215,176
215,30
215,56
215,224
215,34
215,173
215,139
215,225
215,17
215,186
215,185
215,64
215,39
215,184
215,88
215,201
215,44
215,160
215,72
215,42
215,172
215,19
226,227
226,165
226,1
228,229
225,44
225,42
225,181
225,221
225,75
225,230
225,19
225,231
225,63
225,159
225,186
225,65
225,200
225,184
225,201
225,232
225,174
225,173
225,31
225,178
225,209
225,175
60,55
56,233
56,130
56,133
56,84
56,57
56,189
56,30
56,99
56,18
56,72
56,42
56,36
56,234
56,10
56,68
56,88
56,40
56,64
56,61
56,63
56,32
56,127
56,33
56,83
56,52
56,29
56,235
56,5
56,78
56,12
56,236
56,65
56,205
56,62
146,89
146,150
146,152
146,154
237,77
237,238
237,239
237,240
237,149
237,59
237,130
237,146
237,144
237,143
237,241
237,74
237,151
237,150
237,152
237,50
237,182
237,242
237,112
237,243
237,148
237,244
237,113
237,120
237,137
237,245
237,142
237,246
237,92
237,53
237,247
237,89
237,90
248,159
248,249
248,64
248,7
248,183
248,56
248,50
248,44
248,218
250,166
141,251
141,252
253,254
255,256
255,108
255,257
255,104
65,219
65,217
65,34
65,35
65,29
65,19
65,16
65,78
132,40
132,33
132,41
132,29
258,1
258,2
49,259
260,261
262,263
262,264
262,265
150,148
150,153
150,266
267,268
267,91
267,148
269,198
269,270
269,271
269,272
269,273
269,274
275,276
275,4
275,121
275,277
275,278
275,279
275,229
275,280
281,108
216,50
216,33
216,202
216,42
216,130
216,51
216,40
216,39
216,64
210,50
210,192
210,282
210,78
210,16
210,180
210,283
210,203
210,132
210,29
210,61
210,159
210,205
210,206
210,65
210,56
210,173
210,120
210,51
210,178
210,30
85,284
85,6
85,234
85,7
85,33
85,84
85,236
85,60
85,5
285,262
285,263
285,286
285,287
288,159
288,51
288,180
288,289
288,203
288,56
288,50
288,161
290,291
290,292
293,251
149,114
149,147
149,144
149,143
149,148
149,153
149,70
149,245
149,266
294,295
42,223
42,9
42,233
42,130
42,60
42,15
42,139
42,84
42,55
42,296
42,36
42,67
42,293
42,141
42,63
42,18
42,41
42,5
42,43
42,182
297,181
297,76
297,298
297,78
297,5
297,212
297,299
297,216
297,248
297,300
297,99
241,239
241,89
241,144
241,147
241,114
241,149
241,301
241,148
241,151
241,154
241,245
241,302
241,266
143,153
143,148
303,21
197,290
197,304
305,306
305,307
308,309
308,170
308,304
308,310
308,311
308,312
308,313
314,315
314,166
314,316
314,317
314,26
314,318
314,319
314,320
314,274
314,321
314,93
322,93
322,95
323,304
323,324
323,325
323,93
323,326
323,327
323,322
323,328
323,274
323,329
323,170
323,330
323,171
323,315
323,331
323,332
333,304
333,95
333,168
333,329
333,334
333,311
333,335
333,336
333,331
333,273
333,337
333,270
333,338
333,339
55,8
55,19
340,115
340,341
340,342
34,343
34,5
34,67
34,344
34,14
82,245
82,302
82,53
310,337
338,170
338,304
338,290
338,328
338,345
206,202
206,50
206,44
206,192
206,19
206,289
206,180
206,132
206,65
206,61
206,159
206,205
206,200
206,56
206,57
206,130
206,173
206,51
169,346
169,310
169,292
169,347
169,165
169,348
169,349
169,336
66,19
350,261
74,148
74,152
74,146
74,241
74,114
74,150
74,239
131,9
131,7
131,191
131,88
131,64
131,141
131,351
131,61
131,60
131,34
131,42
131,56
131,11
329,304
329,311
207,19
352,353
71,53
71,143
52,55
354,346
355,356
355,1
355,2
355,46
355,163
357,358
357,359
357,163
357,360
209,99
209,83
209,186
209,51
209,64
209,180
209,75
209,50
209,14
209,34
212,33
212,42
212,188
212,29
212,7
198,361
198,337
246,91
246,154
246,302
246,362
246,113
246,149
246,112
246,148
246,53
363,364
363,46
365,173
365,34
365,56
365,129
365,177
365,51
365,231
365,289
365,180
365,343
365,5
365,75
365,181
365,50
365,184
365,199
365,64
365,159
366,169
366,122
366,367
366,309
366,368
366,310
366,331
366,196
366,369
366,170
370,213
370,5
371,372
63,6
63,111
63,44
63,130
63,19
63,17
63,18
63,139
63,16
359,373
359,374
359,375
359,376
359,163
359,28
377,378
283,234
283,33
283,236
379,95
19,189
238,90
238,53
238,114
238,144
238,241
238,142
238,146
238,246
238,92
238,145
238,59
238,149
238,112
238,148
238,154
238,70
238,152
238,153
238,266
238,151
160,44
160,188
160,202
160,42
160,282
160,380
160,180
160,19
160,186
160,6
160,39
160,217
160,15
160,17
160,209
160,284
381,159
381,251
381,67
381,85
381,83
381,179
381,29
382,287
382,49
